Diet,Transport,Electricity Usage (kWh),Vehicle Type,Vehicle Monthly Distance Km,Heating Energy Source,Energy efficiency,How Long TV PC Daily Hour,How Long Internet Daily Hour,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,Frequency of Traveling by Air,CarbonEmission
vegan,private,15,diesel,4272,natural gas,No,0,10,extra large,4,36,never,2539
vegetarian,private,54,lpg,1274,coal,Yes,9,18,medium,1,21,very frequently,2562
vegan,private,76.5,hybrid,3946,coal,No,19,13,small,5,4,frequently,2112
pescatarian,private,46.5,diesel,3870,coal,Yes,12,7,medium,2,12,rarely,2489
omnivore,private,54,petrol,1616,coal,Sometimes,13,10,small,7,22,very frequently,3077
vegan,private,81,diesel,6098,natural gas,Yes,20,14,extra large,1,50,frequently,3523
vegetarian,private,66,hybrid,6117,natural gas,Sometimes,14,16,small,2,41,rarely,2376
vegan,private,85.5,electric,9901,electricity,Sometimes,24,9,medium,3,3,frequently,1786
omnivore,private,33,electric,5931,electricity,No,3,16,medium,7,17,rarely,1307
pescatarian,private,22.5,petrol,681,coal,Sometimes,0,15,small,6,46,never,2334
pescatarian,private,69,lpg,9795,coal,Yes,20,6,small,2,13,frequently,4711
vegan,private,27,petrol,1861,wood,Yes,9,0,small,5,48,never,2226
vegetarian,private,13.5,electric,5284,natural gas,Sometimes,3,3,medium,5,34,frequently,2232
omnivore,private,108,diesel,74,wood,Yes,24,24,extra large,5,20,frequently,2543
omnivore,private,69,lpg,5105,natural gas,Yes,15,16,large,6,25,never,3813
omnivore,private,64.5,diesel,5097,coal,Yes,16,11,medium,2,36,frequently,3425
omnivore,private,55.5,hybrid,3557,electricity,Yes,17,3,extra large,4,50,very frequently,4127
vegan,private,76.5,petrol,7501,wood,Sometimes,15,21,extra large,3,43,never,4059
vegetarian,private,87,diesel,7316,coal,Sometimes,18,22,medium,7,47,frequently,4914
pescatarian,private,52.5,electric,5729,natural gas,Sometimes,17,1,large,1,44,rarely,1313
vegetarian,private,63,lpg,8238,electricity,Yes,10,22,large,2,28,rarely,3407
vegan,private,91.5,lpg,8787,coal,Sometimes,23,15,small,7,50,frequently,5145
vegetarian,private,49.5,electric,4686,electricity,No,15,3,medium,1,24,never,745
pescatarian,private,22.5,electric,1701,natural gas,No,1,13,small,2,26,rarely,1224
omnivore,private,51,electric,5048,electricity,Sometimes,5,24,medium,7,42,rarely,1683
vegan,private,79.5,petrol,1869,wood,Sometimes,20,13,large,2,50,very frequently,3688
vegetarian,private,58.5,electric,5470,wood,No,14,11,medium,3,15,very frequently,2553
pescatarian,private,93,diesel,6989,natural gas,Sometimes,19,24,extra large,3,35,never,3679
vegetarian,private,54,petrol,1901,coal,Sometimes,10,16,extra large,1,16,never,1651
vegetarian,private,84,diesel,1750,coal,No,17,22,small,5,50,very frequently,2808
omnivore,private,39,diesel,8855,coal,Sometimes,2,22,large,5,45,never,4068
vegan,private,69,lpg,7141,electricity,Yes,18,10,small,6,12,never,3007
vegetarian,private,48,lpg,9440,wood,No,14,4,small,4,12,frequently,3789
pescatarian,private,64.5,electric,5165,natural gas,Yes,13,17,extra large,1,18,rarely,1124
pescatarian,private,43.5,hybrid,1638,electricity,Sometimes,8,13,small,6,27,never,1847
vegan,private,66,electric,1477,wood,No,21,2,large,5,47,never,1537
vegetarian,private,90,diesel,3212,natural gas,No,20,20,medium,2,48,never,2590
vegetarian,private,61.5,diesel,2222,electricity,Sometimes,20,1,large,4,39,rarely,1892
vegetarian,private,93,diesel,2028,coal,No,20,22,small,7,43,frequently,3086
pescatarian,private,24,petrol,9543,electricity,Sometimes,8,0,medium,4,0,frequently,5147
pescatarian,private,51,diesel,4339,electricity,No,10,14,large,6,20,very frequently,3919
vegetarian,private,43.5,lpg,8076,coal,No,10,9,extra large,6,43,never,4672
vegan,private,90,petrol,6589,wood,No,23,14,extra large,7,46,never,4952
vegan,private,46.5,lpg,9930,natural gas,Sometimes,14,3,extra large,4,15,rarely,4167
pescatarian,private,87,petrol,2276,wood,Yes,23,12,small,1,24,frequently,2861
pescatarian,private,84,petrol,7056,natural gas,Sometimes,23,10,large,5,43,rarely,5023
pescatarian,private,24,diesel,9156,coal,No,0,16,extra large,2,40,rarely,4749
vegan,private,34.5,hybrid,7569,wood,No,0,23,medium,7,39,never,2147
vegan,private,84,petrol,3550,natural gas,Yes,19,18,extra large,5,36,never,2752
pescatarian,private,45,lpg,7467,coal,Yes,6,18,extra large,2,38,never,4115
omnivore,private,36,diesel,7459,coal,Yes,2,20,extra large,4,7,never,3445
vegetarian,private,19.5,petrol,28,natural gas,Sometimes,3,7,extra large,3,34,rarely,1719
vegetarian,private,52.5,hybrid,1334,wood,Sometimes,12,11,large,6,24,very frequently,2444
omnivore,private,61.5,petrol,723,electricity,Sometimes,17,7,extra large,5,4,never,1880
vegetarian,private,85.5,petrol,7831,coal,Sometimes,20,17,extra large,6,37,rarely,5880
pescatarian,private,57,electric,5264,electricity,Sometimes,19,0,large,1,16,rarely,836
pescatarian,private,55.5,petrol,4368,natural gas,No,10,17,medium,4,30,very frequently,5303
vegetarian,private,43.5,diesel,6369,natural gas,Sometimes,12,5,medium,3,26,rarely,2705
vegan,private,67.5,electric,5320,coal,Sometimes,20,5,extra large,7,42,very frequently,3085
vegetarian,private,60,hybrid,7452,electricity,Yes,10,20,large,5,39,never,3255
pescatarian,private,52.5,hybrid,3077,natural gas,Yes,16,3,medium,5,8,very frequently,2728
pescatarian,private,61.5,hybrid,1171,coal,Sometimes,19,3,extra large,6,37,very frequently,4324
omnivore,private,72,lpg,8697,electricity,No,23,2,large,4,32,very frequently,5808
vegan,private,57,petrol,9604,coal,No,19,0,extra large,3,6,frequently,5307
omnivore,private,16.5,hybrid,4450,coal,Sometimes,0,11,medium,1,18,very frequently,3255
vegan,private,49.5,petrol,9846,wood,Sometimes,15,3,large,1,21,never,4335
vegan,private,96,lpg,2822,natural gas,Sometimes,21,22,large,1,10,never,2023
omnivore,private,67.5,petrol,5401,electricity,Sometimes,16,13,small,1,8,never,2063
vegan,private,84,electric,2701,wood,No,22,12,extra large,1,11,very frequently,2099
pescatarian,private,66,electric,2509,wood,Yes,20,4,extra large,2,11,frequently,1789
vegetarian,private,66,electric,379,wood,No,14,16,large,7,10,frequently,1602
vegetarian,private,61.5,petrol,3768,coal,Sometimes,20,1,medium,2,13,never,2467
vegetarian,private,52.5,petrol,8554,electricity,No,13,9,extra large,6,7,rarely,4076
omnivore,private,37.5,diesel,4224,wood,No,1,23,extra large,6,41,rarely,2909
omnivore,private,102,lpg,5513,natural gas,Yes,22,24,extra large,3,42,never,2591
omnivore,private,73.5,petrol,7916,natural gas,Sometimes,20,9,extra large,7,17,very frequently,6498
vegetarian,private,76.5,hybrid,2458,natural gas,No,14,23,extra large,2,25,frequently,2322
pescatarian,private,79.5,lpg,389,wood,Yes,21,11,extra large,1,33,frequently,1971
vegan,private,7.5,hybrid,3326,natural gas,Yes,0,5,small,1,5,frequently,1663
vegetarian,private,16.5,electric,6395,coal,No,4,3,extra large,4,22,never,1585
pescatarian,private,78,petrol,1884,electricity,Sometimes,21,10,medium,4,46,rarely,1861
vegan,private,72,hybrid,8268,wood,No,20,8,extra large,3,5,never,2188
vegetarian,private,28.5,petrol,1877,natural gas,Sometimes,2,15,large,5,13,rarely,2054
pescatarian,private,63,lpg,6558,natural gas,No,16,10,large,6,18,very frequently,4773
vegetarian,private,67.5,lpg,1670,natural gas,No,20,5,large,4,13,rarely,1765
pescatarian,private,70.5,diesel,9362,electricity,Sometimes,18,11,medium,5,31,rarely,3978
omnivore,private,96,diesel,708,wood,Sometimes,21,22,large,3,14,very frequently,2820
vegan,private,43.5,lpg,2348,natural gas,Yes,13,3,extra large,3,20,rarely,2058
pescatarian,private,22.5,petrol,6134,electricity,Yes,6,3,large,1,12,never,2982
pescatarian,private,103.5,electric,3807,coal,No,24,21,extra large,5,46,very frequently,3313
pescatarian,private,76.5,diesel,3149,coal,No,24,3,medium,2,17,never,1828
vegetarian,private,64.5,lpg,1473,electricity,Yes,14,15,extra large,1,46,very frequently,3020
vegan,private,79.5,lpg,207,natural gas,Yes,18,17,large,3,35,rarely,1460
pescatarian,private,61.5,petrol,3535,coal,No,12,17,extra large,4,50,frequently,4211
omnivore,private,102,electric,7505,coal,Yes,22,24,medium,4,25,rarely,1947
pescatarian,private,7.5,diesel,7443,natural gas,Sometimes,1,3,medium,7,21,rarely,2641
pescatarian,private,57,diesel,3452,electricity,Sometimes,17,4,small,4,28,never,2057
pescatarian,private,42,petrol,1380,coal,Sometimes,6,16,extra large,6,43,never,2435
vegan,private,37.5,petrol,410,electricity,Yes,4,17,extra large,5,16,frequently,2239
omnivore,private,76.5,diesel,3583,natural gas,Sometimes,14,23,large,6,13,frequently,3067
vegan,private,51,petrol,2932,coal,Sometimes,8,18,small,3,29,rarely,2347
omnivore,private,67.5,electric,8174,coal,Yes,11,23,extra large,2,6,very frequently,2467
omnivore,private,55.5,hybrid,8387,coal,No,11,15,small,1,47,frequently,3160
vegetarian,private,27,lpg,8856,electricity,No,7,4,medium,7,32,very frequently,4594
vegan,private,70.5,lpg,5732,wood,No,14,19,small,6,10,frequently,3448
vegetarian,private,72,diesel,6983,electricity,Sometimes,14,20,medium,2,6,rarely,2355
vegan,private,55.5,petrol,6753,coal,No,9,19,extra large,3,39,frequently,5906
vegan,private,79.5,hybrid,1457,natural gas,Sometimes,15,23,medium,7,10,never,1301
omnivore,private,103.5,diesel,778,wood,No,23,23,small,3,24,very frequently,3298
vegetarian,private,30,electric,6344,wood,Yes,7,6,medium,5,13,rarely,1231
vegan,private,37.5,diesel,1281,wood,Yes,7,11,extra large,6,28,frequently,2429
vegan,private,40.5,diesel,4075,natural gas,Yes,13,1,extra large,1,12,never,1428
vegetarian,private,25.5,diesel,8912,wood,Sometimes,8,1,small,4,7,frequently,4005
pescatarian,private,69,lpg,5814,coal,Yes,23,0,small,1,19,very frequently,4015
omnivore,private,43.5,petrol,6931,wood,Sometimes,11,7,medium,4,30,very frequently,5269
vegan,private,84,lpg,9453,wood,No,24,8,medium,1,28,rarely,3334
vegetarian,private,52.5,diesel,8865,coal,Yes,9,17,small,7,39,very frequently,5113
vegan,private,70.5,diesel,298,electricity,No,20,7,small,4,0,very frequently,1652
pescatarian,private,58.5,lpg,520,natural gas,Sometimes,15,9,extra large,6,43,never,2382
omnivore,private,82.5,lpg,2553,coal,No,16,23,medium,1,46,frequently,3101
vegetarian,private,37.5,diesel,9167,natural gas,Sometimes,8,9,extra large,4,33,very frequently,5136
vegetarian,private,66,petrol,1749,natural gas,Sometimes,17,10,small,4,6,never,1172
omnivore,private,46.5,petrol,6155,wood,Sometimes,6,19,large,3,23,never,3407
omnivore,private,82.5,hybrid,4021,natural gas,No,19,17,small,5,49,never,2441
vegan,private,48,hybrid,2787,electricity,No,10,12,extra large,2,36,never,1531
vegetarian,private,88.5,diesel,2032,coal,No,20,19,medium,5,11,rarely,1947
vegan,private,13.5,petrol,1911,natural gas,Yes,2,5,medium,7,11,frequently,2747
vegan,private,36,diesel,5597,electricity,No,8,8,extra large,1,43,frequently,3033
vegetarian,private,75,lpg,30,wood,Sometimes,13,24,small,2,12,never,1197
omnivore,private,54,electric,4366,coal,No,9,18,large,1,45,never,1719
omnivore,private,37.5,lpg,9764,wood,Sometimes,10,5,small,6,8,frequently,3969
vegan,private,42,electric,7706,coal,No,6,16,large,2,20,frequently,2460
pescatarian,private,75,diesel,4718,coal,No,15,20,medium,5,17,rarely,2810
omnivore,private,79.5,diesel,526,coal,Yes,18,17,medium,7,20,very frequently,3302
omnivore,private,49.5,lpg,8525,coal,No,9,15,extra large,2,44,rarely,3837
vegan,private,73.5,hybrid,2366,wood,Yes,21,7,medium,3,31,very frequently,2656
pescatarian,private,69,petrol,5599,wood,Sometimes,21,4,large,2,47,frequently,4805
omnivore,private,60,electric,1692,electricity,No,12,16,medium,1,25,rarely,1131
vegetarian,private,61.5,electric,9410,coal,Sometimes,9,23,small,3,30,rarely,1693
pescatarian,private,4.5,electric,285,wood,No,0,3,medium,6,33,frequently,1903
omnivore,private,15,lpg,7102,electricity,Sometimes,2,6,large,3,42,rarely,3155
vegetarian,private,36,lpg,5085,coal,Sometimes,2,20,extra large,5,29,very frequently,4215
pescatarian,private,34.5,hybrid,6525,electricity,Yes,5,13,medium,3,48,very frequently,3303
omnivore,private,70.5,hybrid,859,wood,Sometimes,16,15,medium,2,14,very frequently,2649
vegan,private,52.5,lpg,7496,coal,Sometimes,11,13,small,2,1,frequently,3076
omnivore,private,42,petrol,1420,coal,Yes,2,24,small,3,6,very frequently,2373
omnivore,private,63,hybrid,8502,electricity,Sometimes,17,8,large,4,40,very frequently,3499
vegetarian,private,40.5,diesel,3560,wood,Sometimes,13,1,small,5,4,very frequently,2388
omnivore,private,37.5,lpg,7525,coal,Sometimes,11,3,large,1,32,never,3561
pescatarian,private,40.5,petrol,4646,natural gas,Yes,11,5,extra large,4,4,frequently,4055
omnivore,private,51,diesel,9799,wood,Sometimes,17,0,extra large,2,33,very frequently,4104
vegetarian,private,43.5,hybrid,6484,electricity,Yes,11,7,medium,3,37,rarely,1961
vegetarian,private,31.5,diesel,5961,electricity,Sometimes,10,1,large,2,12,very frequently,3638
omnivore,private,69,hybrid,9982,coal,No,22,2,small,7,8,very frequently,3601
omnivore,private,39,petrol,2816,coal,No,1,24,extra large,7,35,rarely,2818
vegetarian,private,49.5,lpg,2750,coal,No,7,19,medium,5,43,very frequently,4018
omnivore,private,46.5,lpg,8631,wood,No,14,3,small,5,31,very frequently,4793
vegan,private,75,lpg,5711,electricity,Sometimes,19,12,small,5,18,very frequently,3764
omnivore,private,85.5,lpg,5915,electricity,No,19,19,medium,6,15,never,2714
omnivore,private,72,diesel,9120,natural gas,Yes,24,0,extra large,5,6,very frequently,6125
pescatarian,private,72,hybrid,6751,wood,Yes,13,22,extra large,6,49,never,3505
pescatarian,private,15,lpg,5784,electricity,Yes,0,10,large,6,9,frequently,3374
vegetarian,private,3,hybrid,7585,electricity,No,1,0,large,5,46,very frequently,4110
pescatarian,private,64.5,lpg,6358,coal,Sometimes,13,17,extra large,7,38,rarely,4405
pescatarian,private,39,electric,8929,natural gas,Yes,12,2,large,6,41,rarely,1515
pescatarian,private,96,lpg,7462,coal,Yes,22,20,large,3,16,frequently,4717
vegetarian,private,28.5,electric,1621,wood,No,7,5,extra large,2,23,rarely,1382
vegetarian,private,75,hybrid,9601,electricity,Yes,23,4,small,4,28,rarely,3152
vegetarian,private,46.5,diesel,7328,natural gas,Sometimes,13,5,medium,4,41,frequently,3323
pescatarian,private,72,petrol,193,natural gas,No,23,2,medium,2,30,very frequently,2824
pescatarian,private,73.5,electric,1962,wood,Yes,17,15,large,6,31,never,1672
pescatarian,private,40.5,hybrid,6245,electricity,No,8,11,medium,7,41,very frequently,4296
vegetarian,private,27,diesel,794,coal,Sometimes,7,4,extra large,6,30,very frequently,4170
vegetarian,private,73.5,diesel,283,wood,No,19,11,large,7,22,rarely,1958
pescatarian,private,40.5,petrol,8730,electricity,Sometimes,9,9,large,2,24,very frequently,6030
omnivore,private,21,hybrid,417,coal,Yes,3,8,medium,4,19,rarely,1456
vegan,private,40.5,electric,9607,wood,No,11,5,medium,7,34,very frequently,2944
vegan,private,64.5,hybrid,9291,natural gas,No,21,1,large,5,38,never,3596
vegan,private,40.5,hybrid,2780,electricity,Sometimes,12,3,medium,7,10,very frequently,2554
pescatarian,private,39,petrol,7057,electricity,Yes,11,4,extra large,6,39,rarely,4784
pescatarian,private,45,electric,9529,coal,No,6,18,large,7,12,rarely,1944
vegan,private,70.5,petrol,570,coal,Sometimes,14,19,large,7,39,frequently,3143
omnivore,private,60,diesel,6155,coal,Sometimes,12,16,large,6,17,never,3515
vegan,private,64.5,electric,3093,coal,Yes,13,17,extra large,1,1,never,1290
omnivore,private,9,electric,4312,natural gas,No,3,0,large,3,7,never,1095
vegetarian,private,67.5,lpg,2407,natural gas,Yes,11,23,small,1,3,very frequently,2577
pescatarian,private,43.5,lpg,6671,coal,No,5,19,large,7,8,never,3436
vegan,private,22.5,electric,659,wood,Sometimes,5,5,large,1,12,never,876
pescatarian,private,45,hybrid,3023,wood,Yes,9,12,extra large,5,47,rarely,2511
vegan,private,52.5,lpg,7987,natural gas,Yes,10,15,small,5,19,very frequently,5767
pescatarian,private,52.5,electric,8850,coal,Sometimes,17,1,medium,6,9,never,1811
vegan,private,40.5,electric,8066,wood,No,3,21,small,2,4,rarely,1197
vegan,private,45,hybrid,6319,wood,Sometimes,7,16,small,6,37,frequently,2774
vegetarian,private,63,lpg,9758,coal,No,19,4,large,1,46,rarely,5425
vegetarian,private,34.5,electric,8845,electricity,Sometimes,3,17,small,2,24,frequently,1822
vegan,private,42,hybrid,9723,wood,No,8,12,extra large,4,25,very frequently,3463
vegan,private,48,diesel,9235,coal,Yes,10,12,extra large,4,18,never,4614
pescatarian,private,61.5,petrol,2114,wood,No,18,5,large,6,19,very frequently,4495
omnivore,private,0,lpg,3296,wood,No,0,0,extra large,6,38,frequently,3831
vegetarian,private,46.5,diesel,869,electricity,Yes,12,7,small,2,39,rarely,1230
vegan,private,54,hybrid,1309,natural gas,Yes,6,24,extra large,2,0,frequently,2328
omnivore,private,46.5,petrol,535,coal,Yes,9,13,large,6,37,rarely,2566
pescatarian,private,76.5,petrol,1777,natural gas,Yes,22,7,medium,1,9,very frequently,2731
vegan,private,39,hybrid,7899,coal,Yes,12,2,large,2,43,very frequently,5122
vegetarian,private,49.5,lpg,5350,coal,Yes,16,1,extra large,7,8,frequently,3308
vegan,private,54,electric,9455,electricity,Sometimes,17,2,large,7,14,very frequently,2049
omnivore,private,91.5,lpg,8017,wood,No,20,21,medium,7,13,very frequently,4300
omnivore,private,21,lpg,5322,coal,Yes,5,4,small,7,49,frequently,4247
pescatarian,private,76.5,hybrid,3071,wood,Sometimes,17,17,extra large,3,19,very frequently,4209
vegan,private,69,petrol,5908,electricity,Sometimes,20,6,small,6,34,very frequently,4046
vegetarian,private,64.5,electric,250,wood,Sometimes,20,3,small,3,44,rarely,1634
vegetarian,private,102,diesel,1606,natural gas,No,24,20,small,5,36,frequently,2958
omnivore,private,33,electric,3721,natural gas,Sometimes,4,14,extra large,7,38,frequently,2900
vegetarian,private,40.5,diesel,164,wood,Yes,6,15,medium,3,45,very frequently,2779
omnivore,private,19.5,lpg,3662,electricity,No,1,11,large,5,43,never,2516
vegan,private,66,electric,9663,electricity,Yes,16,12,small,2,17,very frequently,2408
omnivore,private,52.5,petrol,1798,electricity,No,13,9,large,1,35,frequently,2722
pescatarian,private,91.5,hybrid,736,electricity,Sometimes,20,21,medium,3,49,rarely,2125
pescatarian,private,82.5,petrol,7763,electricity,No,24,7,extra large,6,6,rarely,3733
omnivore,private,81,lpg,6079,electricity,Yes,18,18,small,5,43,rarely,3219
pescatarian,private,36,petrol,5595,natural gas,Yes,12,0,large,7,9,frequently,3706
vegetarian,private,33,electric,3572,wood,Sometimes,4,14,small,4,49,rarely,1503
vegetarian,private,67.5,diesel,5086,wood,No,21,3,small,2,29,very frequently,3463
vegan,private,87,diesel,5447,electricity,Sometimes,24,10,medium,7,25,frequently,4058
omnivore,private,54,petrol,9462,electricity,Sometimes,18,0,large,4,37,never,4302
pescatarian,private,18,petrol,3251,wood,Sometimes,3,6,small,1,35,rarely,2991
vegetarian,private,19.5,hybrid,3206,coal,Yes,1,11,extra large,7,21,never,2693
vegetarian,private,63,diesel,4619,natural gas,Sometimes,11,20,large,5,12,very frequently,3998
